# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "count.txt" "SRR13978643Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13978643Aligned.sortedByCoord.out.bam
YDR072C	IV	589761	591344	-	1584	254
YDR242W	IV	946807	948456	+	1650	102
YDR323C	IV	1112480	1114027	-	1548	56
YDR486C	IV	1427431	1428120	-	690	281
YDR420W	IV	1306267	1311675	+	5409	207
YDL122W	IV	242552	244981	+	2430	289
YDR390C	IV	1254937	1256847	-	1911	284
YDR481C	IV	1418550	1420250	-	1701	514
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	47
YDL105W	IV	272389	273597	+	1209	36
YDL141W	IV	203039	205111	+	2073	161
YDR400W	IV	1271063	1272085	+	1023	41
YDR522C	IV	1483795	1485303	-	1509	11
YDL173W	IV	148191	149078	+	888	194
YDR279W	IV	1019368	1020420	+	1053	116
YDR281C	IV	1022007	1022321	-	315	8
YDR213W	IV	889751	892492	+	2742	108
YDR179W-A	IV	819433	820824	+	1392	40
YDR330W	IV	1127872	1129374	+	1503	250
YDR106W	IV	667004	667858	+	855	10
YDL178W	IV	139522	141114	+	1593	236
YDR484W	IV	1422763	1424688	+	1926	84
YDR308C	IV	1078027	1078449	-	423	41
YDL192W	IV	116321	116866	+	546	574
YDL202W	IV	98475	99224	+	750	80
YDR146C	IV	748613	750742	-	2130	256
YDR241W	IV	945151	945438	+	288	12
YDL158C	IV	173866	174174	-	309	11
YDL185W	IV	126787	130002	+	3216	1267
YDR251W	IV	960614	963106	+	2493	603
tL(UAA)D	IV	519743	519826	+	84	0
YDR192C	IV	843569	844861	-	1293	68
YDR368W	IV	1213904	1214842	+	939	197
YDR494W	IV	1436930	1438015	+	1086	217
YDR399W	IV	1270068	1270733	+	666	237
YDR070C	IV	588098	588379	-	282	384
YDR138W	IV	730578	732836	+	2259	155
YDR031W	IV	503498	503863	+	366	63
YDR255C	IV	966557	967822	-	1266	107
YDL060W	IV	341619	343985	+	2367	109
YDR048C	IV	553084	553398	-	315	1
YDR067C	IV	582791	583465	-	675	84
YDR126W	IV	703234	704244	+	1011	97
YDR315C	IV	1092741	1093586	-	846	52
YDL126C	IV	236157	238664	-	2508	1765
YDR262W	IV	993134	993952	+	819	337
tQ(UUG)D3	IV	802731	802802	-	72	1
YDR345C	IV	1162957	1164660	-	1704	3428
YDR079W	IV	603064	603399	+	336	87
YDR433W	IV	1329600	1330040	+	441	15
YDL144C	IV	198662	199732	-	1071	92
YDR306C	IV	1073735	1075171	-	1437	88
YDR292C	IV	1043146	1045011	-	1866	299
YDL009C	IV	432925	433248	-	324	31
YDR290W	IV	1039370	1039699	+	330	0
YDR282C	IV	1023511	1024755	-	1245	37
YDR170C	IV	796193	802222	-	6030	571
YDR174W	IV	812110	812850	+	741	585
YDL218W	IV	66493	67446	+	954	12
YDL062W	IV	339857	340282	+	426	0
YDL048C	IV	366739	368211	-	1473	861
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	1319
YDR112W	IV	679544	679852	+	309	7
YDR538W	IV	1510902	1511630	+	729	23
YDL011C	IV	432308	432631	-	324	0
YDR355C	IV	1186067	1186369	-	303	0
YDR301W	IV	1063352	1067425	+	4074	127
YDR412W	IV	1294693	1295400	+	708	3
YDR530C	IV	1496791	1497768	-	978	192
YDR227W	IV	917571	921647	+	4077	106
YDR041W	IV	539803	540414	+	612	104
YDR015C	IV	477960	478199	-	240	0
YDL008W	IV	433497	433994	+	498	39
YDR234W	IV	931129	933210	+	2082	931
YDR511W	IV	1470017	1470418	+	402	24
YDR519W	IV	1480425	1480832	+	408	102
YDL086C-A	IV	301655	302089	-	435	0
YDR250C	IV	960086	960361	-	276	23
YDR465C	IV	1393336	1394574	-	1239	78
YDL001W	IV	447984	449276	+	1293	61
YDR454C	IV	1366264	1366827	-	564	404
YDR013W	IV	473157	473783	+	627	38
YDR076W	IV	598468	599688	+	1221	44
YDL095W	IV	287059	289512	+	2454	376
YDL007C-A	IV	436567	436824	-	258	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	564
YDR100W	IV	655013	655444	+	432	145
YDR479C	IV	1415210	1416874	-	1665	187
tS(AGA)D1	IV	437772	437853	+	82	0
YDL117W	IV	248581	251238	+	2658	161
YDR140W	IV	734138	734803	+	666	66
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	378
tQ(UUG)D2	IV	645153	645224	-	72	0
YDR327W	IV	1125302	1125628	+	327	74
YDR062W	IV	576474	578159	+	1686	473
YDR143C	IV	742042	743874	-	1833	275
YDL172C	IV	148607	149086	-	480	0
YDL053C	IV	361699	362256	-	558	233
YDR223W	IV	912099	913502	+	1404	65
YDL037C	IV	384601	385587	-	987	21
YDL167C	IV	160995	163154	-	2160	131
YDR246W-A	IV	955133	955333	+	201	16
YDR371C-A	IV	1219509	1219613	-	105	0
YDR517W	IV	1477239	1478357	+	1119	235
YDL226C	IV	51115	52173	-	1059	194
YDR467C	IV	1397583	1397909	-	327	17
YDL134C	IV	219662	220771	-	1110	352
YDR117C	IV	683946	685643	-	1698	159
YDR314C	IV	1090433	1092511	-	2079	16
YDR440W	IV	1342493	1344241	+	1749	66
YDR303C	IV	1068729	1071386	-	2658	106
YDL078C	IV	315357	316388	-	1032	346
YDL238C	IV	28985	30454	-	1470	74
YDR529C	IV	1496165	1496548	-	384	805
YDR437W	IV	1337352	1337774	+	423	35
snR47	IV	541602	541700	-	99	6
YDL196W	IV	106741	107070	+	330	1
YDR452W	IV	1362878	1364902	+	2025	363
YDR445C	IV	1352182	1352589	-	408	0
YDR347W	IV	1169178	1170143	+	966	101
tQ(UUG)D1	IV	520972	521043	+	72	1
YDR490C	IV	1431968	1434268	-	2301	154
YDR516C	IV	1474974	1476476	-	1503	790
YDR509W	IV	1468226	1468573	+	348	3
YDL193W	IV	114672	115799	+	1128	109
YDL137W	IV	216529	217074	+	546	618
YDL118W	IV	247302	247682	+	381	3
YDR235W	IV	933504	935138	+	1635	106
YDR233C	IV	929470	930357	-	888	2083
YDR388W	IV	1250186	1251634	+	1449	1438
YDR209C	IV	871036	871449	-	414	21
YDR049W	IV	553254	555152	+	1899	97
YDL194W	IV	111580	114234	+	2655	97
YDR021W	IV	486804	488003	+	1200	23
YDR353W	IV	1183299	1184258	+	960	995
YDR051C	IV	557056	558060	-	1005	90
YDR288W	IV	1037195	1038106	+	912	124
YDR141C	IV	734901	739997	-	5097	221
YDR194C	IV	845952	847946	-	1995	327
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	80
YDR054C	IV	561440	562327	-	888	244
YDR122W	IV	694700	697894	+	3195	549
YDR184C	IV	830629	831513	-	885	76
YDR183C-A	IV	830397	830654	-	258	13
YDL240W	IV	22823	25876	+	3054	127
YDR056C	IV	565023	565640	-	618	507
YDR541C	IV	1519664	1520698	-	1035	46
YDL042C	IV	376757	378445	-	1689	48
YDR185C	IV	831934	832473	-	540	43
YDR328C	IV	1125434	1126018	-	585	367
YDR280W	IV	1020747	1021664	+	918	74
tV(UAC)D	IV	488797	488870	-	74	0
YDR098C	IV	644178	644930	-	753	137
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	160
YDR423C	IV	1318046	1319275	-	1230	151
YDR017C	IV	479115	482267	-	3153	257
YDR419W	IV	1303174	1305072	+	1899	59
YDR444W	IV	1350290	1352353	+	2064	65
YDR341C	IV	1151803	1153626	-	1824	1243
YDR154C	IV	768403	768753	-	351	472
YDR464W	IV	1388872	1393179	+	4308	185
YDR132C	IV	718816	720303	-	1488	56
YDL210W	IV	84270	85985	+	1716	16
YDR395W	IV	1263324	1266158	+	2835	244
YDL222C	IV	60872	61801	-	930	79
YDR372C	IV	1221112	1222149	-	1038	262
YDR325W	IV	1117126	1120233	+	3108	78
YDR216W	IV	895035	899006	+	3972	96
YDR082W	IV	610441	611925	+	1485	31
YDL224C	IV	54397	56346	-	1950	313
YDR498C	IV	1445843	1446994	-	1152	150
YDR010C	IV	465051	465383	-	333	7
YDR006C	IV	458542	461247	-	2706	319
YDR182W	IV	827582	829057	+	1476	169
YDL102W	IV	276872	280165	+	3294	77
YDL179W	IV	138291	139205	+	915	131
YDL067C	IV	334217	334396	-	180	318
YDR030C	IV	501753	503273	-	1521	35
YDR020C	IV	485746	486444	-	699	74
YDR527W	IV	1491094	1492413	+	1320	121
YDR333C	IV	1133260	1135431	-	2172	175
YDL093W	IV	289909	292140	+	2232	107
YDL043C	IV	375680	376480	-	801	52
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	96
YDR322C-A	IV	1112003	1112293	-	291	304
YDL130W-A	IV	229171	229431	+	261	354
YDR210W	IV	871074	871301	+	228	0
YDR260C	IV	976717	977229	-	513	53
YDL017W	IV	424209	425732	+	1524	41
YDR073W	IV	592439	592948	+	510	177
YDL069C	IV	333121	333810	-	690	26
YDR455C	IV	1367373	1367681	-	309	2
YDR461W	IV	1385176	1385286	+	111	16
YDR435C	IV	1332983	1333969	-	987	71
YDL063C	IV	338272	340134	-	1863	50
YDR121W	IV	693585	694175	+	591	165
YDR178W	IV	817950	818495	+	546	735
YDL013W	IV	429067	430926	+	1860	123
YDR534C	IV	1503314	1504900	-	1587	22
YDR392W	IV	1258696	1259709	+	1014	112
YDR034C-A	IV	520516	520692	-	177	1
YDL132W	IV	224304	226751	+	2448	326
YDR535C	IV;IV	1506606;1507315	1507058;1507362	-;-	501	1
YDR202C	IV	856898	857953	-	1056	125
YDL050C	IV	364446	364817	-	372	13
YDR524C-A	IV	1489871	1489990	-	120	2
YDL109C	IV	265258	267201	-	1944	55
YDR211W	IV	884727	886865	+	2139	265
YDR110W	IV	676102	677802	+	1701	94
tG(CCC)D	IV	1257008	1257079	-	72	0
YDR274C	IV	1011589	1011960	-	372	44
YDR167W	IV	789449	790069	+	621	53
YDR156W	IV	769525	769938	+	414	302
YDL223C	IV	57265	60405	-	3141	118
YDR075W	IV	597156	598082	+	927	33
YDR039C	IV	531307	534582	-	3276	0
YDL088C	IV	298417	300003	-	1587	223
YDL129W	IV	231024	231899	+	876	36
YDL215C	IV	70640	73918	-	3279	172
YDR297W	IV	1056551	1057600	+	1050	964
YDR131C	IV	716790	718460	-	1671	69
YDR230W	IV	926223	926570	+	348	14
YDR348C	IV	1170326	1171825	-	1500	265
YDL169C	IV	158064	158735	-	672	72
YDR007W	IV	461842	462516	+	675	88
YDL195W	IV	107208	111029	+	3822	789
YDR263C	IV	994242	995534	-	1293	39
YDR220C	IV	907000	907293	-	294	7
YDR429C	IV	1324477	1325301	-	825	365
YDR119W-A	IV	691014	691214	+	201	32
YDR421W	IV	1312040	1314892	+	2853	81
YDL186W	IV	125616	126449	+	834	23
YDL198C	IV	103649	104551	-	903	498
YDL120W	IV	245923	246447	+	525	182
YDR379W	IV	1230167	1233196	+	3030	181
YDL029W	IV;IV	399340;399485	399361;400638	+;+	1176	722
YDR205W	IV	859346	861520	+	2175	137
YDR094W	IV	635840	636175	+	336	0
YDR369C	IV	1215016	1217580	-	2565	50
YDR088C	IV	618497	619645	-	1149	72
YDR411C	IV	1293369	1294394	-	1026	308
YDR441C	IV	1344517	1345062	-	546	77
YDR446W	IV	1353725	1354633	+	909	1
YDL183C	IV	130871	131833	-	963	226
YDR194W-A	IV	848071	848223	+	153	0
YDR114C	IV	681924	682226	-	303	2
YDR442W	IV	1345647	1346039	+	393	0
tK(CUU)D2	IV	1352466	1352538	-	73	0
YDL059C	IV	344237	344953	-	717	25
YDR016C	IV	478474	478758	-	285	55
YDR430C	IV	1325501	1328470	-	2970	101
YDR366C	IV	1212438	1212836	-	399	2
YDR374W-A	IV	1224757	1225026	+	270	16
YDR293C	IV	1045640	1049392	-	3753	1057
YDR459C	IV	1382319	1383443	-	1125	76
YDR022C	IV	488072	488662	-	591	46
YDR217C	IV	899551	903480	-	3930	58
YDR052C	IV	558511	560625	-	2115	224
YDL027C	IV	403695	404957	-	1263	235
YDR104C	IV	661173	664910	-	3738	61
YDL136W	IV;IV	217600;218008	217602;218367	+;+	363	647
YDR248C	IV	957758	958339	-	582	72
YDR078C	IV	602198	602869	-	672	22
YDR068W	IV	583713	584645	+	933	125
YDL080C	IV	310642	312471	-	1830	164
YDR461C-A	IV	1385524	1385766	-	243	57
YDR252W	IV	963412	963861	+	450	6
YDL046W	IV	371240	371761	+	522	644
YDR540C	IV	1517136	1517675	-	540	15
YDR181C	IV	825910	827355	-	1446	60
YDL200C	IV	100501	101067	-	567	19
YDR108W	IV	671269	673365	+	2097	69
YDR337W	IV	1146319	1147179	+	861	78
YDR356W	IV	1186107	1188941	+	2835	82
YDL235C	IV	33415	33918	-	504	111
YDR320W-B	IV	1108484	1108621	+	138	0
YDL245C	IV	11657	13360	-	1704	4
YDR170W-A	IV	803195	804517	+	1323	61
YDR210W-B	IV	872112	877425	+	5314	5
YDR210C-D	IV	878659	883927	-	5269	45
YDR316W-B	IV	1096064	1101332	+	5269	0
YDR261C-D	IV	987534	992349	-	4816	126
YDR210C-C	IV	882605	883927	-	1323	0
YDR261C-C	IV	991027	992349	-	1323	0
YDR261W-B	IV	981462	986775	+	5314	38
YDR365W-A	IV	1206997	1208319	+	1323	0
YDR316W-A	IV	1096064	1097386	+	1323	0
YDR261W-A	IV	981462	982778	+	1317	0
YDR365W-B	IV	1206997	1212265	+	5269	22
YDR098C-B	IV	645858	651126	-	5269	8
YDR098C-A	IV	649804	651126	-	1323	0
YDR210W-A	IV	872112	873428	+	1317	0
YDR034C-D	IV	514043	519356	-	5314	40
YDR034C-C	IV	518040	519356	-	1317	0
YOR185C	XV	681444	682106	-	663	172
YOR237W	XV	781994	783298	+	1305	9
YOL048C	XV;XV	240204;241026	240947;241310	-;-	1029	218
tG(GCC)O1	XV	226611	226681	-	71	0
YOL144W	XV	53098	54552	+	1455	39
snR8	XV	832332	832521	+	190	7
YOR082C	XV	479296	479637	-	342	1
YOL072W	XV	194970	196337	+	1368	109
YOR114W	XV	537570	538454	+	885	40
YOL085C	XV	161673	162014	-	342	4
YOR385W	XV	1065043	1065915	+	873	50
YOR214C	XV	745593	746303	-	711	3
YOL119C	XV	94856	96361	-	1506	184
YOR019W	XV	368127	370319	+	2193	70
YOR206W	XV	727512	729644	+	2133	137
YOR345C	XV	981812	982162	-	351	1
YOR341W	XV	960987	965981	+	4995	263
YOL088C	XV	153912	154745	-	834	138
YOR392W	XV	1079282	1079725	+	444	1
YOR160W	XV	633839	636757	+	2919	143
YOR084W	XV	480587	481750	+	1164	180
YOR039W	XV	405768	406544	+	777	153
YOR264W	XV	818866	820158	+	1293	167
YOR281C	XV	846269	847129	-	861	222
tK(UUU)O	XV;XV	438643;438703	438679;438738	+;+	73	0
YOR230W	XV	770800	772113	+	1314	1441
YOR144C	XV	602717	605092	-	2376	46
YOL081W	XV	171070	180309	+	9240	334
YOL052C	XV	232446	233636	-	1191	193
YOR285W	XV	849635	850054	+	420	1022
YOR058C	XV	433688	436345	-	2658	124
YOR270C	XV	828052	830574	-	2523	671
YOL154W	XV	34658	35407	+	750	5227
YOR115C	XV	538659	539465	-	807	52
YOL003C	XV	321858	322994	-	1137	83
YOR258W	XV	811671	812324	+	654	40
tN(GUU)O2	XV	487439	487512	+	74	0
YOL103W	XV	124001	125830	+	1830	191
YOR215C	XV	746725	747282	-	558	482
YOL095C	XV	139227	141347	-	2121	60
YOL063C	XV	207392	210265	-	2874	123
YOL079W	XV	181057	181455	+	399	0
YOR389W	XV	1074213	1076087	+	1875	32
YOR231W	XV	772601	774127	+	1527	216
YOR021C	XV	372798	373439	-	642	149
YOR139C	XV	586950	587342	-	393	1
YOR120W	XV	551114	552052	+	939	198
YOL038W	XV	255337	256101	+	765	224
YOR023C	XV	376012	377712	-	1701	362
YOL124C	XV	85456	86757	-	1302	56
YOR212W	XV	742910	744181	+	1272	352
YOL013W-A	XV	301047	301238	+	192	4
YOL120C	XV;XV	93395;94291	93843;94402	-;-	561	1304
YOR181W	XV	675939	677840	+	1902	329
YOR333C	XV	944541	944957	-	417	0
YOR335C	XV	946233	949109	-	2877	348
YOL046C	XV	243466	244140	-	675	1
YOL029C	XV	269815	270420	-	606	117
YOL155W-A	XV	27084	27218	+	135	24
YOR072W	XV	461502	461816	+	315	9
YOL161C	XV	11549	11911	-	363	1
snR58	XV	136088	136183	-	96	6
YOL122C	XV	89692	91419	-	1728	134
YOR252W	XV	803667	804203	+	537	62
YOR157C	XV	630966	631751	-	786	284
YOL107W	XV	112102	113130	+	1029	107
YOR274W	XV	837674	838960	+	1287	48
YOL013W-B	XV	300690	300980	+	291	0
YOR343C	XV	968148	968474	-	327	13
YOR093C	XV	497506	502452	-	4947	72
YOR381W-A	XV	1058423	1058590	+	168	2
YOL065C	XV	204731	205885	-	1155	92
YOR092W	XV	495127	496968	+	1842	209
YOR207C	XV	730008	733457	-	3450	112
YOR365C	XV	1023461	1025572	-	2112	40
YOL005C	XV	315813	316175	-	363	278
YOL020W	XV	286172	287950	+	1779	209
YOL053W	XV	230085	231272	+	1188	54
YOL117W	XV	97551	99488	+	1938	41
YOR038C	XV	402761	405388	-	2628	72
YOR303W	XV	882899	884134	+	1236	765
YOR137C	XV	581813	583681	-	1869	154
YOL034W	XV	259923	263204	+	3282	38
YOR052C	XV	426772	427224	-	453	362
YOR190W	XV	690695	692032	+	1338	31
YOL039W	XV	254297	254617	+	321	446
YOR349W	XV	989789	992833	+	3045	65
YOL090W	XV	147382	150276	+	2895	53
YOR271C	XV	831059	832042	-	984	135
YOR173W	XV	657264	658325	+	1062	350
YOR106W	XV	519121	519972	+	852	116
YOR108W	XV	523027	524841	+	1815	264
YOR059C	XV	438906	440258	-	1353	134
YOL149W	XV	44938	45633	+	696	90
YOR121C	XV	551798	552103	-	306	70
YOL106W	XV	113226	113579	+	354	6
snR9	XV	407948	408134	-	187	29
YOR295W	XV	869208	869894	+	687	69
YOR203W	XV	722565	722918	+	354	15
YOR132W	XV	573175	574830	+	1656	227
YOR216C	XV	747525	748979	-	1455	125
YOR099W	XV	511825	513006	+	1182	486
YOR001W	XV	326832	329033	+	2202	121
YOR009W	XV	344335	345798	+	1464	93
YOR204W	XV	722911	724725	+	1815	386
YOR209C	XV	736437	737726	-	1290	421
YOR284W	XV	848478	849209	+	732	57
YOR036W	XV	400348	401214	+	867	193
YOR154W	XV	624729	626492	+	1764	84
YOR048C	XV	418630	421650	-	3021	218
YOL073C	XV	193832	194800	-	969	154
YOL152W	XV	40748	42610	+	1863	32
YOL101C	XV	126982	127920	-	939	229
YOR085W	XV	482033	483085	+	1053	424
YOR227W	XV	762825	766565	+	3741	405
YOR159C	XV	633282	633566	-	285	42
YOR146W	XV	605873	606178	+	306	0
YOR372C	XV	1034807	1036471	-	1665	175
YOR112W	XV	531508	533793	+	2286	252
YOR387C	XV	1069621	1070241	-	621	29
YOR229W	XV	768409	769812	+	1404	96
YOR068C	XV	453869	454213	-	345	0
YOR376W-A	XV	1045196	1045351	+	156	20
YOL050C	XV	237882	238202	-	321	5
YOR342C	XV	966666	967625	-	960	267
YOL035C	XV	258803	259105	-	303	31
YOR251C	XV	802550	803464	-	915	206
YOR041C	XV	408358	408789	-	432	1
YOR130C	XV	569929	570807	-	879	106
YOR119C	XV	548792	550246	-	1455	68
YOL166C	XV	1000	1338	-	339	0
YOR008C	XV	341278	342414	-	1137	613
YOL011W	XV	305349	307409	+	2061	203
YOR248W	XV	798013	798315	+	303	2
YOR202W	XV	721946	722608	+	663	944
YOR266W	XV	821023	822294	+	1272	44
YOR140W	XV	586981	589281	+	2301	177
YOR004W	XV	333592	334356	+	765	63
YOR308C	XV	894624	896387	-	1764	33
YOR032C	XV	389771	391075	-	1305	35
YOR311C	XV	899056	899928	-	873	201
YOL019W	XV	288898	290553	+	1656	292
YOL138C	XV	61325	65350	-	4026	140
YOL151W	XV	43694	44722	+	1029	144
YOR330C	XV	939621	943385	-	3765	207
YOR379C	XV	1050726	1051064	-	339	0
YOR142W	XV	593057	594046	+	990	650
YOR268C	XV	825534	825932	-	399	2
snR81	XV	234346	234546	+	201	7
YOR017W	XV	361412	363814	+	2403	85
YOR394W	XV	1082718	1083212	+	495	0
YOL134C	XV	70156	70545	-	390	1
YOR002W	XV	329417	331051	+	1635	532
YOR194C	XV	711683	712543	-	861	292
YOR298C-A	XV	877230	877685	-	456	674
YOL069W	XV	198942	200297	+	1356	80
YOR014W	XV	357674	359947	+	2274	442
YOR346W	XV	981828	984785	+	2958	142
YOR044W	XV	413007	413480	+	474	90
YOR275C	XV	839084	841069	-	1986	195
YOR174W	XV	658747	659601	+	855	88
YOR336W	XV	949773	953870	+	4098	206
YOL094C	XV	141584	142555	-	972	83
YOR122C	XV;XV	552298;552875	552665;552887	-;-	381	1642
YOR256C	XV	808254	810683	-	2430	190
YOL137W	XV	65621	67114	+	1494	49
YOR350C	XV	992864	994855	-	1992	74
YOR196C	XV	715593	716837	-	1245	59
YOR380W	XV	1051290	1052930	+	1641	71
YOR314W-A	XV	904458	904568	+	111	0
tA(UGC)O	XV	854187	854259	-	73	3
YOL097W-A	XV	136220	136405	+	186	4
YOR376W	XV	1043191	1043559	+	369	1
YOR369C	XV	1028194	1028625	-	432	1137
YOL132W	XV	71300	72715	+	1416	21
YOR296W	XV	870202	874071	+	3870	76
YOR260W	XV	813984	815720	+	1737	329
YOR373W	XV	1036834	1039389	+	2556	138
YOR163W	XV	642741	643307	+	567	378
YOR029W	XV	384600	384935	+	336	5
YOL042W	XV	249825	250916	+	1092	52
YOR316C	XV	906236	907555	-	1320	202
YOR326W	XV	925721	930445	+	4725	311
YOR293C-A	XV	867998	868147	-	150	4
YOL036W	XV	256745	259030	+	2286	177
YOR072W-B	XV	464469	464630	+	162	0
YOR332W	XV	943656	944357	+	702	376
YOL002C	XV	323411	324364	-	954	179
YOR193W	XV	710446	711576	+	1131	31
YOR243C	XV	790211	792241	-	2031	219
YOR126C	XV	559961	560677	-	717	58
YOR070C	XV	455907	457820	-	1914	202
YOR328W	XV	931803	936497	+	4695	46
YOL056W	XV	223268	224179	+	912	179
YOR098C	XV	507948	511178	-	3231	316
YOL110W	XV	109176	109889	+	714	60
YOR213C	XV	744535	745281	-	747	53
YOR253W	XV	804377	804907	+	531	46
YOR008C-A	XV	342857	343081	-	225	2
YOL113W	XV	104326	106293	+	1968	135
YOR060C	XV	440390	441163	-	774	18
YOL076W	XV	187024	189414	+	2391	117
YOR186C-A	XV	683329	683538	-	210	0
YOR381W	XV	1055545	1057680	+	2136	63
YOR113W	XV	534075	536819	+	2745	251
YOR273C	XV	834452	836431	-	1980	422
tN(GUU)O1	XV	228331	228404	+	74	0
YOR161W-A	XV	637574	637654	+	81	0
YOL147C	XV	47933	48643	-	711	309
YOR338W	XV	956898	957989	+	1092	33
YOR178C	XV	667860	670241	-	2382	202
YOR188W	XV	685767	689180	+	3414	159
YOL159C	XV	17281	17796	-	516	26
YOR382W	XV	1059531	1059992	+	462	217
YOL071W	XV	196507	196995	+	489	88
YOR363C	XV	1020222	1023212	-	2991	207
YOR069W	XV	453768	455795	+	2028	86
YOR075W	XV	468212	469252	+	1041	38
YOR124C	XV	554824	558642	-	3819	296
YOR008W-B	XV	343929	344030	+	102	6
snR31	XV	841958	842182	-	225	20
YOL025W	XV	274957	276939	+	1983	84
YOR057W	XV	432186	433373	+	1188	126
YOR265W	XV	820454	820774	+	321	53
YOL127W	XV;XV	80348;80775	80360;81190	+;+	429	922
YOR107W	XV	521353	522282	+	930	148
YOL142W	XV	55558	56280	+	723	45
YOR239W	XV;XV	784857;785689	785687;786744	+;+	1887	486
YOL091W	XV	145334	147163	+	1830	11
YOR317W	XV	909343	911445	+	2103	954
YOR370C	XV	1029183	1030994	-	1812	424
tM(CAU)O1	XV	710201	710272	+	72	0
YOR211C	XV	738924	741569	-	2646	88
YOR191W	XV	692475	697334	+	4860	157
YOL064C	XV	206103	207176	-	1074	255
tT(AGU)O1	XV	113802	113874	+	73	0
YOL049W	XV	238619	240094	+	1476	268
YOL043C	XV	248392	249534	-	1143	65
YOR043W	XV	410870	412330	+	1461	307
YOR331C	XV	943565	944122	-	558	0
YOR309C	XV	896698	897078	-	381	296
YOR104W	XV	517642	518490	+	849	23
YOL114C	XV	103317	103925	-	609	11
YOR300W	XV	880575	880883	+	309	0
YOR220W	XV	755328	756125	+	798	359
YOR378W	XV	1049511	1051058	+	1548	19
YOL059W	XV	217126	218448	+	1323	1519
YOR386W	XV	1066839	1068536	+	1698	70
YOL027C	XV	272003	273724	-	1722	265
snR62	XV	409765	409864	-	100	4
snR17a	XV;XV	780107;780278	780120;780596	+;+	333	67
YOL155C	XV	28703	31606	-	2904	412
YOR375C	XV	1041678	1043042	-	1365	1399
snR35	XV	759326	759529	-	204	7
YOR100C	XV	513295	514278	-	984	11
YOL026C	XV	274012	274353	-	342	174
YOL012C	XV	303579	303983	-	405	228
YOR026W	XV	379781	380806	+	1026	124
YOR359W	XV	1011189	1012760	+	1572	98
YOR250C	XV	800970	802307	-	1338	74
YOL013C	XV	301380	303035	-	1656	215
YOR272W	XV	832813	834195	+	1383	77
tG(GCC)O2	XV	282164	282234	+	71	0
YOL164W-A	XV	4130	4312	+	183	5
YOL082W	XV	168727	169974	+	1248	279
snR36	XV	680685	680866	-	182	12
YOR035C	XV	397735	400104	-	2370	129
YOL016C	XV	294777	296120	-	1344	138
YOR007C	XV	338938	339978	-	1041	674
YOR325W	XV	924577	925050	+	474	0
YOL085W-A	XV	161579	161791	+	213	3
YOL160W	XV	14313	14654	+	342	5
YOR361C	XV	1015361	1017652	-	2292	545
YOL158C	XV	19491	21311	-	1821	99
YOR315W	XV	904760	905800	+	1041	259
YOR010C	XV	346195	346950	-	756	85
YOR384W	XV	1061564	1063648	+	2085	157
YOR234C	XV;XV	778555;779387	778859;779405	-;-	324	766
YOR283W	XV	847453	848145	+	693	109
YOR020W-A	XV	371685	371957	+	273	73
YOL045W	XV	243497	246802	+	3306	65
YOR102W	XV	516423	516773	+	351	8
YOL128C	XV	78352	79479	-	1128	37
YOR360C	XV	1013241	1014821	-	1581	191
YOL097C	XV	136527	137825	-	1299	411
YOR164C	XV	643394	644332	-	939	142
YOR175C	XV	659815	661674	-	1860	542
tP(UGG)O1	XV;XV	301097;301163	301132;301198	+;+	72	0
YOR086C	XV	483219	486779	-	3561	589
YOR242C	XV	788742	789857	-	1116	19
YOR155C	XV	626628	627980	-	1353	134
YOL019W-A	XV	288420	288572	+	153	0
YOL030W	XV	268187	269641	+	1455	1377
YOR323C	XV	921535	922905	-	1371	260
YOL017W	XV	292529	294673	+	2145	37
YOR233W	XV	775846	778248	+	2403	121
YOL037C	XV	256666	257019	-	354	3
YOR083W	XV	479533	480420	+	888	46
YOL010W	XV	307938	309041	+	1104	35
YOR118W	XV	546857	548560	+	1704	211
YOR128C	XV	564476	566191	-	1716	782
YOL125W	XV	83834	85264	+	1431	61
YOL004W	XV	316938	321548	+	4611	432
YOR177C	XV	665785	667179	-	1395	10
YOR166C	XV	647126	648502	-	1377	131
YOR006C	XV	337680	338621	-	942	86
YOR324C	XV	923232	925040	-	1809	77
YOL024W	XV	277086	277604	+	519	3
YOR033C	XV	392416	394524	-	2109	86
YOL033W	XV	263475	265085	+	1611	42
YOL070C	XV	197220	198725	-	1506	265
YOR116C	XV	539763	544145	-	4383	163
YOL067C	XV	201985	202518	-	534	15
YOR145C	XV	605347	606171	-	825	53
YOR304C-A	XV	888520	888750	-	231	12
YOR192C	XV	698768	700567	-	1800	17
YOL109W	XV	110297	110638	+	342	378
